transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,Usia,Durasi Perjalanan,usia
MIQF585Q0A46WV,3524682532578974,dki,Yessi Iswahyudi,M,1966,11,Pulo Gebang - Matraman,1.0,P00080,Imigrasi Jakarta Timur,-6.214632,106.88227,4,P00169,Penggilingan,-6.214132,106.93961,12.0,2023-04-16 15:52:04,3500.0,58,0 days 01:00:58,54
SPLL256T1G54RS,4614257598078141,dki,Zaenab Saragih,F,2004,1E,Pondok Labu - Blok M,1.0,B01001P,Jln. Cilandak V,-6.287313,106.79558,14,B00295P,Dapsus 1,-6.301135,106.79484,17.0,2023-04-15 09:59:34,3500.0,20,0 days 00:17:04,54
JAMO807H2M64MQ,30236429604840,bni,Sabrina Palastri,F,1987,5D,PGC 1 - Ancol,1.0,P00092,Jembatan Merah,-6.146731,106.83427,3,P00278,BNN Arah Timur,-6.246264,106.87308,20.0,2023-04-16 20:39:30,3500.0,37,0 days 00:21:54,54
IHJZ152C3O84BD,564770692288,flazz,Darimin Hutasoit,M,2006,JAK.51,Taman Kota - Budi Luhur,1.0,B04510P,Sbr. St. Taman Kota,-6.158617,106.75717,1,B03644P,Sbr. Jln. B Basmol Raya,-6.16156,106.7519,4.0,2023-04-16 19:49:16,0.0,18,0 days 01:58:20,54
FHTM791W1L22XN,4545616130966800915,brizzi,"Karen Palastri, S.Pt",F,1992,1C,Pesanggrahan - Blok M,0.0,B04318P,Sbr. Sangrila Indah,-6.237318,106.75925,19,B04685P,Seskoal 2,-6.238015,106.77247,25.0,2023-04-16 10:37:37,3500.0,32,0 days 00:31:56,54
SRIA160N3B13UC,6584157215342758,dki,R. Sakura Usada,M,2003,12F,Rusun Marunda - Rusun Waduk Pluit,1.0,B06292P,Gg. Elektro,-6.114359,106.80286,1,B06294P,Gg. Marlina,-6.117402,106.80334,2.0,2023-04-15 11:34:37,0.0,21,0 days 01:48:19,54
OCTO120R8N83EF,3521519180300355,dki,Kenari Mustofa,M,2002,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B03280P,Rusun Klender,-6.216567,106.92868,6,B04476P,Sbr. SMPN 195,-6.230919,106.90988,18.0,2023-04-16 07:30:33,0.0,22,0 days 01:23:17,54
BNFQ404I0V72WW,4760883584117262,dki,"Drs. Kiandra Mangunsong, S.Farm",F,1993,M7B,BKN - Blok M,1.0,B05384P,SMPN 43,-6.240281,106.82639,13,B05764P,TMP Kalibata,-6.255523,106.84561,25.0,2023-04-16 19:05:42,0.0,31,0 days 00:47:44,54
YHWR873S1H06XQ,4568520647339602139,brizzi,Kayla Habibi,F,1988,2A,Pulo Gadung - Rawa Buaya via Balai Kota,0.0,P00037,Cempaka Tengah,-6.170398,106.86659,7,P00122,Kwitang,-6.181051,106.83866,12.0,2023-04-15 21:24:33,3500.0,36,0 days 01:58:09,54
ISKU707X2Z40HC,4959718468452404,dki,Dalima Iswahyudi,F,1998,7A,Kampung Rambutan - Lebak Bulus,1.0,B01733P,Jatipadang Raya,-6.293986,106.82335,13,B03216P,RSUD Pasar Rebo 2,-6.304616,106.86245,21.0,2023-04-16 16:03:53,3500.0,26,0 days 01:54:56,54
PJTA644H7S51QY,341992529266534,emoney,"Puti Cici Namaga, M.TI.",F,1989,10D,Kampung Rambutan - Tanjung Priok,1.0,P00035,Cempaka Mas,-6.165888,106.8792,10,P00274,Yos Sudarso Kodamar,-6.162043,106.88169,11.0,2023-04-15 19:40:22,3500.0,35,0 days 01:24:28,54
KXXB122G2R24RR,30217806512665,bni,"Drs. Maimunah Puspasari, S.Farm",M,1984,2P,Gondangdia - Senen,0.0,B00184P,BRI Menteng,-6.186792,106.83514,2,B00390P,Gambir 3,-6.178796,106.83095,5.0,2023-04-15 21:44:04,3500.0,40,0 days 01:43:28,54
QWFU923L7N27ES,3592455361016219,dki,Jane Setiawan,F,1987,5N,Kampung Melayu - Ragunan,1.0,B04625P,Sekolah Cita Buana,-6.316189,106.81425,12,B00243P,Cervino Village,-6.224355,106.85165,58.0,2023-04-15 08:37:03,3500.0,37,0 days 00:40:50,54
XUOT295S5R54ER,376385999513543,emoney,"Tgk. Gaduh Ramadan, S.Pd",M,1999,T11,Poris Plawad - Bundaran Senayan,0.0,B01156P,Jln. Industri 1,-6.20329,106.62026,11,P00205,RS Harapan Kita Arah Selatan,-6.185221,106.79709,19.0,2023-04-15 21:52:18,3500.0,25,0 days 00:42:22,54
JWPY467X9W78CX,5539337945664584,dki,"Vega Suryono, M.Ak",F,2008,2F,Rusun Cakung Barat - Pulo Gadung,1.0,B06184P,Gg. H Sayuti I,-6.212751,106.92367,9,B06150P,Pulo Jaya,-6.194979,106.92242,13.0,2023-04-15 13:01:58,0.0,16,0 days 01:38:40,54
CKMD606T1O00AL,4538828078748925469,brizzi,Sutan Aditya Santoso,F,1996,1,Blok M - Kota,0.0,P00137,Monas,-6.176248,106.82286,13,P00139,Olimo,-6.1493,106.81669,17.0,2023-04-15 14:00:01,3500.0,28,0 days 01:19:58,54
NNSV217H2Y92RV,4216440479440,online,Ir. Jasmani Wijaya,M,1982,2E,Rusun Rawa Bebek - Kodamar,0.0,B05300P,SMK Ristek Kikin,-6.206887,106.93519,9,B00554P,Gg. Sawo 1,-6.20176,106.93513,11.0,2023-04-15 10:00:41,0.0,42,0 days 01:29:05,54
JUKG309E6C43FK,2251789533334355,dki,"Vanesa Firmansyah, S.IP",F,1994,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B04950P,Simpang Kopi Kali Besar Barat,-6.134507,106.81106,38,B05712P,Term. Kota Intan,-6.132323,106.81115,39.0,2023-04-16 15:46:12,0.0,30,0 days 01:28:54,54
UCWH524I1D69PP,372164514068695,emoney,"KH. Harto Hariyah, M.Farm",F,1981,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1.0,B05030P,Simpang Pangeran Komarudin 1,-6.184719,106.94319,16,B06311P,Rusun Nagrak,-6.12462,106.94823,57.0,2023-04-15 15:25:53,0.0,43,0 days 00:40:43,54
QRGE031M5D35MD,4006087081466727574,brizzi,Sutan Embuh Salahudin,M,1975,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,B05581P,Taman Buaran Indah,-6.216979,106.92356,14,B01803P,Kampung Jembatan Ngurah Rai,-6.216438,106.92909,17.0,2023-04-15 13:39:06,0.0,49,0 days 00:44:09,54
RTMA272V8X08QT,3555123859996566,dki,Banawa Wibisono,M,2007,JAK.106,Terminal Kampung Melayu - Terminal Klender,0.0,B06762P,Sbr. Jln. Delima Raya 2,-6.222174,106.926465,7,B03977P,Sbr. Komplek Pacul Mas,-6.221005,106.89961,15.0,2023-04-16 11:45:56,0.0,17,0 days 01:24:34,54
BXLW048O7Q25ZE,3508668489770649,dki,Dr. Jamalia Lailasari,F,2009,10A,Rusun Marunda - Tanjung Priok,1.0,B00137P,Bidara 2,-6.106075,106.95942,3,B03265P,Rumah Sipitung,-6.100075,106.96054,5.0,2023-04-15 14:54:50,0.0,15,0 days 00:26:04,54
XDSM163B2D47CD,6587137790829723,dki,Hasna Suwarno,F,1997,3E,Puri Kembangan - Sentraland Cengkareng,1.0,B04902P,Simpang Kapuk Cengkareng,-6.1343,106.73051,19,B04117P,Sbr. Mutiara Taman Palem 1,-6.136725,106.73137,20.0,2023-04-15 07:05:26,3500.0,27,0 days 01:09:19,54
LFWU137G0T25LF,4577386103603,online,Harjasa Haryanto,M,1968,M9,Pinang Ranti - Pluit,1.0,P00030,Cawang Ciliwung Arah Timur,-6.243012,106.86354,19,P00064,Garuda Taman Mini,-6.290154,106.88116,23.0,2023-04-16 18:10:09,3500.0,56,0 days 01:03:13,54
XXOE427B1Q19FR,4031452920035662,dki,Enteng Hakim,M,1991,M3,Kalideres - Bundaran HI via Veteran,0.0,P00091,Jembatan Gantung,-6.155513,106.74946,10,P00201,Rawa Buaya,-6.153908,106.72619,13.0,2023-04-16 17:56:32,3500.0,33,0 days 01:51:22,54
EQCO372Q3D91BF,573673840092,flazz,Nasab Yuliarti,F,1994,JAK.58,Cilincing - Rorotan,0.0,B00602P,Gedung Pramuka,-6.111364,106.92566,11,B02452P,Midi Utama Rorotan,-6.144886,106.95626,59.0,2023-04-15 10:27:45,0.0,30,0 days 01:56:18,54
KSBH926I8B27XS,4995586292967989635,brizzi,"Tgk. Gandi Nashiruddin, S.IP",M,1993,M1,Blok M - Kota,1.0,P00071,Gelora Bung Karno,-6.224217,106.8058,17,P00112,Kejaksaan Agung,-6.2405,106.79844,20.0,2023-04-15 13:42:03,3500.0,31,0 days 01:48:41,54
URBK672Y3T03OQ,6547377960862547,dki,Fitriani Rahmawati,F,2006,2A,Pulo Gadung - Rawa Buaya via Balai Kota,1.0,P00207,RS Islam,-6.168676,106.87027,18,P00192,Pulo Gadung 1,-6.183239,106.90907,24.0,2023-04-16 22:35:08,3500.0,18,0 days 01:34:45,54
JSZD790I9Z19NT,503815656676,flazz,Dadi Halim,F,1996,JAK.35,Pangkalan Jati - Rawamangun,1.0,B01201P,Jln. Kapuk 2,-6.216186,106.90024,14,B04806P,Simpang Gading Raya,-6.239038,106.90515,22.0,2023-04-15 22:15:09,0.0,28,0 days 00:35:51,54
GTEG967F3C95UD,5238509910340929,dki,"Dr. Novi Budiman, S.IP",F,1995,D11,Depok - BKN,0.0,B03563P,Sbr. Gg. Saminten,-6.379273,106.84919,7,B00727P,H. Moh Nail,-6.379503,106.85084,8.0,2023-04-16 20:25:03,3500.0,29,0 days 01:36:38,54
XXJZ657O9F64FM,213166724857828,emoney,Ade Waluyo,M,2004,3F,Kalideres - Gelora Bung Karno,1.0,P00081,Indosiar,-6.163376,106.77514,8,P00282,Grogol 2 Arah Selatan,-6.167435,106.78856,10.0,2023-04-16 22:07:25,3500.0,20,0 days 01:02:30,54
RUUJ800W5U33TS,30204462301856,bni,R. Umay Usamah,M,1971,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B04133P,Sbr. Ps. Bukit Duri,-6.217564,106.85417,39,B01989P,Klinik Firdausy,-6.217111,106.85528,40.0,2023-04-15 06:46:42,0.0,53,0 days 01:04:30,54
WANM757Z7D90EO,4906811590177,online,"Cut Ajeng Habibi, S.Kom",F,1982,7P,Pondok Kelapa - BKN,1.0,B02032P,Komplek Dolog Jaya,-6.24794,106.91572,15,B02927P,Pondok Kelapa Indah,-6.247534,106.92144,22.0,2023-04-15 09:37:24,3500.0,42,0 days 00:45:52,54
NXXP273L0U74YB,345343164301796,emoney,Indra Iswahyudi,F,1984,JAK.29,Tanjung Priok - Sukapura,0.0,B04431P,Sbr. SMAN 75,-6.13518,106.9216,13,B03855P,Sbr. Jln. Sungai Musi Sembar,-6.130768,106.91963,17.0,2023-04-16 06:58:50,0.0,40,0 days 00:33:21,54
UALF393K2E38GX,346111902361102,emoney,Ida Kusmawati,F,2007,2H,Rusun Jati Rawasari - Senen,1.0,B01311P,Jln. Kwitang Timur,-6.173788,106.85185,3,B03273P,Rusun Jati Rawasari,-6.183517,106.86389,14.0,2023-04-15 20:17:24,0.0,17,0 days 01:43:11,54
ADIA644R3L63AZ,378734496477017,emoney,Dina Yuniar,F,1989,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1.0,B02178P,Malaka 1 Gg. 3 Rorotan,-6.139309,106.95461,44,B04608P,Sbr. MIN 20 Jakarta,-6.122856,106.95719,60.0,2023-04-16 06:08:04,0.0,35,0 days 01:05:06,54
ABTC172Q8A81SM,370961379631505,emoney,Ajiono Prasetya,M,2000,M6,Ragunan - MH Thamrin,0.0,P00073,GOR Sumantri,-6.221618,106.832245,7,P00085,Jati Padang,-6.285431,106.82626,17.0,2023-04-15 15:34:14,3500.0,24,0 days 01:21:36,54
UFWR693P3I82RK,3588104432841769,dki,Maryadi Sudiati,F,1995,5B,Stasiun Tebet - BNN,0.0,B00205P,Bukit Duri,-6.21551,106.86293,6,P00070,Gelanggang Remaja,-6.235445,106.86795,10.0,2023-04-16 20:43:43,3500.0,29,0 days 01:27:30,54
FJTO164X5I15JD,4280604323776734,dki,"Bahuwirya Tampubolon, S.Kom",F,1995,4C,TU Gas - Bundaran Senayan,0.0,B00604P,Gedung Wanita,-6.200921,106.83624,16,B02503P,Museum Proklamasi,-6.200007,106.83113,17.0,2023-04-16 08:45:50,3500.0,29,0 days 00:15:39,54
EASU932O0H52JJ,639030041482,flazz,"Akarsana Nurdiyanti, M.Farm",M,2010,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,B03992P,Sbr. Kuningan Place,-6.213158,106.83499,8,B02700P,PD Pal Jaya,-6.204776,106.83034,14.0,2023-04-15 13:03:51,3500.0,14,0 days 01:51:41,54
JQNW824P8W72WB,349281490644321,emoney,"Vivi Mahendra, M.Kom.",M,1973,10K,Tanjung Priok - Senen via Taman BMW,0.0,B02465P,Minimarket Sunter Jaya 2,-6.154491,106.86168,16,B05389P,SMPN 78,-6.173538,106.85226,28.0,2023-04-15 10:11:17,3500.0,51,0 days 01:23:19,54
EZEG973E9L52NK,3508400279072394,dki,Karya Utami,F,1988,JAK.60,Kelapa Gading - Rusun Kemayoran,0.0,B05056P,Simpang Pegangsaan Dua Hybrida,-6.148745,106.91565,12,B01960P,Kemayoran Landas Pacu Timur 1,-6.152433,106.8539,48.0,2023-04-15 16:35:12,0.0,36,0 days 01:43:01,54
VXDX916M2R81WH,346331244372936,emoney,Restu Aryani,M,1990,JAK.16,Cililitan - Condet,1.0,B03556P,Sbr. Gg. Rawa Gurih,-6.284347,106.85365,15,B04734P,Simpang Budaya Batu Ampar 2,-6.272658,106.86094,25.0,2023-04-16 10:52:39,0.0,34,0 days 00:36:39,54
VLLC229L1K79LA,4034866535408001637,brizzi,Ir. Tasdik Winarno,M,2010,JAK.27,Pulo Gebang - Rorotan,1.0,B04044P,Sbr. Masjid At Taqwa Karang Tengah,-6.151164,106.97219,3,B02204P,MAN 21,-6.158853,106.95786,14.0,2023-04-15 16:41:43,0.0,14,0 days 01:38:12,54
ZXTQ338J9M62CA,564779969448,flazz,"Yance Suryono, S.Farm",F,1982,6T,Pasar Minggu - Velbak,0.0,B04790P,Simpang Darmawangsa X,-6.257555,106.80048,32,B05641P,Taman Puring,-6.240966,106.78873,40.0,2023-04-16 21:32:31,3500.0,42,0 days 00:32:04,54
FXJH358G1N59AS,30584868425288,bni,Victoria Susanti,M,1991,JAK.41,Kampung Melayu - Pulo Gadung,0.0,B00060P,Apotik Rini Rawamangun,-6.199914,106.88595,30,B04707P,Simpang Arion 2,-6.194644,106.89109,35.0,2023-04-15 15:53:14,0.0,33,0 days 00:57:38,54
OMIP139W9X29AW,2496327332529688,dki,Raharja Andriani,M,1965,3F,Kalideres - Gelora Bung Karno,1.0,P00088,Jembatan Baru,-6.154831,106.73038,4,P00087,Jelambar,-6.166548,106.78651,9.0,2023-04-16 16:15:26,3500.0,59,0 days 01:43:08,54
YJLV739B0R10VI,379698722302464,emoney,"Clara Suryono, S.Psi",F,2000,1H,Tanah Abang - Stasiun Gondangdia,0.0,B05445P,St. Gondangdia 2,-6.185054,106.8323,0,B00158P,Blok E,-6.18497,106.81463,11.0,2023-04-15 13:32:58,3500.0,24,0 days 00:20:13,54
YZYA526V5B21FZ,5127142251737778,dki,Maimunah Melani,F,1988,M2,Pulo Gadung - Monas,0.0,P00005,ASMI,-6.171797,106.8888,3,P00163,Pedongkelan,-6.167962,106.88246,4.0,2023-04-15 20:25:01,3500.0,36,0 days 01:42:01,54
MDMX558B2O37QW,374014069623360,emoney,"R.M. Lega Marpaung, S.Sos",F,1992,6V,Ragunan - Gelora Bung Karno,1.0,P00200,Rawa Barat,-6.238947,106.81624,5,P00048,Departemen Pertanian,-6.294641,106.82213,15.0,2023-04-16 16:22:25,3500.0,32,0 days 00:28:19,54
TMJY937O7Y58FJ,676316443321,flazz,T. Dodo Kurniawan,F,1975,JAK.07,Tanah Abang - Grogol via Tawakal,0.0,B00165P,Bongkaran Tanah Abang,-6.189421,106.81159,9,B05149P,Simpang Seroja Cempaka,-6.181809,106.7991,32.0,2023-04-15 22:43:43,0.0,49,0 days 01:46:45,54
CVZZ882Q0I29FP,676311246976,flazz,Heryanto Sihombing,F,2000,6M,Stasiun Manggarai - Blok M,0.0,P00077,Halimun,-6.205137,106.83338,2,P00065,Gatot Subroto Jamsostek Arah Barat,-6.233551,106.82208,10.0,2023-04-15 13:40:40,3500.0,24,0 days 00:48:20,54
VAID533S2I32BE,4204445450568152,dki,Hj. Indah Setiawan,M,2002,M12,Sunter Boulevard Barat - Penjaringan,0.0,P00008,Bandengan Selatan,-6.136318,106.80347,11,P00170,Penjaringan,-6.126306,106.79203,12.0,2023-04-16 09:26:49,3500.0,22,0 days 00:35:26,54
HSXG043C7M50DR,213171077805689,emoney,Hj. Zalindra Wasita,F,1988,BW9,Monas - Pantai Indah Kapuk,1.0,B00377P,Fresh Market PIK,-6.1029,106.74123,4,B02475P,Monas 1,-6.172531,106.82315,6.0,2023-04-16 12:53:17,0.0,36,0 days 00:52:16,54
VRHN616K2A83VW,4439401513771,online,Vanya Sirait,F,2007,JAK.50,Kalideres - Puri Kembangan,1.0,B02314P,Masjid Jami Al Ittihadiyah,-6.16615,106.73488,12,B04309P,Sbr. Ruko Green Lake,-6.177206,106.71073,34.0,2023-04-15 18:45:54,0.0,17,0 days 01:29:44,54
MYNM595N4C93WL,30391027137790,bni,"Dt. Endra Maryati, S.Psi",M,1978,13D,Puri Beta - Ragunan,0.0,P00221,Seskoal,-6.238064,106.77121,6,P00259,Tirtayasa,-6.239207,106.80777,10.0,2023-04-15 19:36:14,3500.0,46,0 days 01:19:48,54
MEPD390N3E79XP,3588647692912019,dki,R.M. Nyana Usamah,F,2001,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B00173P,Boulevard Kelapa Hybrida Raya 2,-6.148396,106.90935,28,B04530P,Sbr. Taman Mandiri Kelapa Gading,-6.142758,106.90991,30.0,2023-04-16 10:22:27,0.0,23,0 days 01:49:53,54
NXUL264N1J13EA,30102021683402,bni,Cornelia Siregar,M,1992,7B,Kampung Rambutan - Blok M,1.0,B05764P,TMP Kalibata,-6.255523,106.84561,25,P00060,Flyover Raya Bogor,-6.3065,106.8657,44.0,2023-04-15 10:50:18,3500.0,32,0 days 01:22:54,54
ZZLL262T1O66JZ,3544914025938688,dki,Cakrabuana Yolanda,M,1979,6H,Senen - Lebak Bulus,0.0,B02423P,Menteng 2,-6.198706,106.82843,24,P00129,Mampang Prapatan,-6.242699,106.82572,33.0,2023-04-15 17:56:12,3500.0,45,0 days 00:58:06,54
PUMB753O4A26QB,180032529782349,emoney,"Luis Haryanto, S.Ked",F,1986,6D,Stasiun Tebet - Karet via Underpass,1.0,B05423P,Viva Futsal,-6.218724,106.81944,12,B05544P,Summitmas,-6.225826,106.80402,16.0,2023-04-16 11:00:24,3500.0,38,0 days 01:57:58,54
GDHN432H2P07UL,4545194032759487,dki,Dartono Zulkarnain,F,1970,JAK.58,Cilincing - Rorotan,0.0,B02441P,MI Imadun Najah Rorotan,-6.149081,106.95582,63,B03293P,Rusun Rorotan,-6.151766,106.95512,69.0,2023-04-15 08:07:25,0.0,54,0 days 01:40:30,54
JIBT485G0A74TK,342928502675688,emoney,Baktianto Maulana,F,2012,JAK.23,Senen - Pisangan Baru,0.0,B06125P,Rutan Salemba,-6.189042,106.860836,25,B06429P,Jln. Galur Sari X 2,-6.200803,106.866788,35.0,2023-04-15 18:16:50,0.0,12,0 days 00:17:34,54
AGLY959V4E37DL,342428250922366,emoney,"Drs. Anggabaya Pangestu, S.Ked",M,1994,1C,Pesanggrahan - Blok M,1.0,B00688P,Grand Centro Bintaro,-6.258839,106.75968,33,B01088P,Jln. Guru Saleh,-6.257895,106.76611,38.0,2023-04-16 11:10:02,3500.0,30,0 days 00:17:18,54
IFIH911X9Y45OK,6011158789391307,dki,"Shania Mustofa, S.Sos",M,1969,6B,Ragunan - MH Thamrin via Semanggi,1.0,P00024,Buncit Indah,-6.274333,106.83029,10,P00228,SMK 57,-6.290967,106.82365,13.0,2023-04-16 15:56:58,3500.0,55,0 days 01:39:18,54
ZAWT479Z0L02AS,3573079519217686,dki,Cawuk Hutasoit,M,2002,3,Kalideres - Bundaran HI via Veteran,1.0,P00025,Bundaran HI,-6.193021,106.823,0,P00091,Jembatan Gantung,-6.155513,106.74946,8.0,2023-04-16 08:12:40,3500.0,22,0 days 01:44:18,54
RYNO320S8O13FC,6520849770634960,dki,"Drs. Hilda Anggraini, S.Farm",M,1982,12B,Pluit - Senen,0.0,P00146,Pangeran Jayakarta,-6.137611,106.81792,18,P00148,Pasar Baru Timur,-6.162272,106.83811,22.0,2023-04-15 17:49:44,3500.0,42,0 days 01:06:56,54
JBTQ599X3E36XG,565988717981,flazz,Salimah Suartini,M,1992,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,B01622P,Jln. Swadaya Raya,-6.228375,106.91677,7,B04648P,Sekolah PGRI Penggilingan,-6.216995,106.933775,19.0,2023-04-16 16:50:07,0.0,32,0 days 00:34:13,54
XOTZ347Z1P97JG,213181664355865,emoney,"R. Praba Waskita, S.Psi",M,1973,5F,Kampung Melayu - Tanah Abang,1.0,B05695P,Telkom Tebet,-6.224064,106.8516,20,B01805P,Kampung Melayu Kecil,-6.22499,106.86306,22.0,2023-04-15 21:53:00,3500.0,51,0 days 01:43:04,54
QXUU736M6T39HQ,630440475063,flazz,Jaiman Sinaga,F,1993,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,B04565P,Sbr. TPU Karet Bivak,-6.201088,106.81384,6,B02155P,Satrio 6,-6.222992,106.82306,14.0,2023-04-16 22:49:06,0.0,31,0 days 01:09:11,54
GZHG541V9F98HQ,4844866858023357,dki,Mila Prasetyo,M,1974,JAK.20,Cawang UKI - Lubang Buaya,0.0,B00632P,Gereja Oikumene,-6.262445,106.88707,9,B01918P,Kel. Halim Perdana Kusuma,-6.267932,106.87743,22.0,2023-04-16 11:11:20,0.0,50,0 days 00:38:09,54
ESJS219M3S19NO,4263095985131,online,Ir. Lasmono Maulana,M,2004,JAK.38,Bulak Ringin - Kampung Rambutan,1.0,B03345P,SDN Cibubur 03/04/06/07,-6.344819,106.87381,28,B03849P,Sbr. Jln. SMAN 99,-6.351941,106.87255,38.0,2023-04-15 13:49:28,0.0,20,0 days 00:49:16,54
FLJJ942I9G83RA,180077293882437,emoney,Jarwi Ramadan,F,2000,12B,Pluit - Senen,0.0,B05324P,SMKN 56,-6.119094,106.79423,1,B05405P,SPBU Gedong Panjang,-6.130757,106.80557,9.0,2023-04-16 23:33:53,3500.0,24,0 days 01:40:24,54
UQML477S0Z36MG,3544885200157403,dki,Estiono Budiman,F,2007,JAK.38,Bulak Ringin - Kampung Rambutan,1.0,B00834P,Jln. Acin Gaton,-6.329381,106.8825,17,B03209P,RSUD Ciracas,-6.345642,106.87358,29.0,2023-04-16 17:28:55,0.0,17,0 days 01:13:55,54
KTBK925A7R33WF,4449764366485821,dki,Cahyo Suryono,F,1991,2A,Pulo Gadung - Rawa Buaya via Balai Kota,0.0,P00038,Cempaka Timur,-6.166584,106.87591,5,P00074,Grogol 1,-6.166824,106.78971,17.0,2023-04-15 09:09:46,3500.0,33,0 days 00:55:17,54
HWFB960J7F09WP,2234108734722874,dki,Yosef Santoso,F,2010,JAK.37,Cililitan - Condet via Kayu Manis,0.0,B04825P,Simpang H. Ali Raya Tengah,-6.292558,106.85951,27,B00843P,Jln. Al Hidayah Balekambang,-6.288369,106.85204,35.0,2023-04-16 16:36:38,0.0,14,0 days 01:22:21,54
OZGM461A8N27PX,6011776590403225,dki,"drg. Nova Agustina, S.Sos",F,2011,JAK.41,Kampung Melayu - Pulo Gadung,1.0,B00564P,Gg. Suzuki,-6.184571,106.90797,1,B05075P,Simpang Pisangan Lama III Selatan,-6.213529,106.87885,26.0,2023-04-16 14:13:05,0.0,13,0 days 00:49:04,54
RAXK475M2M66LY,2543669657890820,dki,"Zalindra Wahyuni, M.Kom.",F,1996,12C,Rusun Waduk Pluit - Penjaringan,0.0,B06292P,Gg. Elektro,-6.114359,106.80286,1,B05080P,Simpang Pluit Raya,-6.127123,106.80441,8.0,2023-04-15 22:14:37,0.0,28,0 days 00:37:12,54
AODI921R1T86OA,6537969337815729,dki,"drg. Amelia Narpati, S.I.Kom",F,1984,JAK.01,Tanjung Priok - Plumpang,1.0,B01631P,Jln. Swasembada Barat VIII,-6.123894,106.88502,12,B01626P,Jln. Swasembada Barat II,-6.126116,106.88485,16.0,2023-04-15 15:33:48,0.0,40,0 days 01:03:17,54
WFJL943W8H47GT,30077025116544,bni,Bella Pertiwi,M,1972,6B,Ragunan - MH Thamrin via Semanggi,1.0,P00085,Jati Padang,-6.285431,106.82626,12,P00199,Ragunan,-6.305769,106.81949,15.0,2023-04-15 16:08:58,3500.0,52,0 days 01:33:03,54
RDHH418I0F75DV,4160871836365389,dki,Almira Lestari,F,1981,M9,Pinang Ranti - Pluit,0.0,P00297,BNN LRT,-6.245863,106.871143,4,P00211,S Parman Podomoro City Arah Barat,-6.175587,106.79223,17.0,2023-04-16 21:11:19,3500.0,43,0 days 01:23:31,54
RIPB500R8V08SF,60477173011,flazz,Chelsea Rahimah,F,1990,JAK.13,Tanah Abang - Jembatan Lima,1.0,B05168P,Simpang Tanah Abang II Cideng,-6.175292,106.81209,27,B01652P,Jln. Tanah Abang IV Cideng,-6.177539,106.81265,28.0,2023-04-16 13:03:18,0.0,34,0 days 01:10:03,54
ZDFX315U9P98HQ,2265280580380180,dki,Kamila Halimah,F,2001,JAK.52,Terminal Kalideres - Terminal Muara Angke,1.0,B06299P,Jln. Kayu Besar Dalam,-6.122739,106.73129,22,B02900P,Polsek Cengkareng 1,-6.146466,106.72881,33.0,2023-04-16 12:19:18,0.0,23,0 days 00:34:00,54
HXVE315T7Q31MW,2238216398569014,dki,"Tgk. Nova Latupono, S.Gz",M,1972,5D,PGC 1 - Ancol,1.0,P00021,Budi Utomo,-6.166063,106.83906,5,P00031,Cawang Otista,-6.243607,106.86876,18.0,2023-04-16 08:54:02,3500.0,52,0 days 00:44:49,54
FSHO741G5F37OB,6011748865588394,dki,"Aurora Pangestu, S.Farm",M,1975,1H,Tanah Abang - Stasiun Gondangdia,0.0,B04548P,Sbr. The Pakubuwono Menteng,-6.187149,106.8263,4,B00158P,Blok E,-6.18497,106.81463,11.0,2023-04-16 11:10:08,3500.0,49,0 days 01:34:19,54
AMQX834G0T36HM,2533274598434606,dki,Betania Iswahyudi,M,1984,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,B01838P,Karet Tengsin,-6.20698,106.81696,17,B01444P,Jln. Pam Baru,-6.204796,106.80946,24.0,2023-04-16 22:29:49,0.0,40,0 days 01:14:06,54
ITFW891C3V40BC,3505143514830399,dki,Ir. Almira Mandala,M,1981,2,Pulo Gadung - Monas,1.0,P00007,Balai Kota,-6.180488,106.82646,1,P00014,Bermis,-6.178203,106.89859,14.0,2023-04-16 15:55:33,3500.0,43,0 days 00:16:49,54
PJWG799T2D65EE,30250563095830,bni,Kamal Palastri,F,2004,JAK.23,Senen - Pisangan Baru,0.0,B00318P,Dittopad 2,-6.174618,106.85009,9,B06418P,Sbr. Gg. Mushola Baburrahman,-6.179744,106.851689,14.0,2023-04-16 11:52:59,0.0,20,0 days 01:23:31,54
